ASP221,Sample_1,US45102955_251780410314_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.probe.tcga_level2.data.txt,Reporter REF,log2 lowess normalized(cy5/cy3),n/a
ASP308,Sample_2,US45102955_251780410315_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.probe.tcga_level2.data.txt,Reporter REF,log2 lowess normalized(cy5/cy3),n/a
FPH113,Sample_3,US45102955_251780410316_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.probe.tcga_level2.data.txt,Reporter REF,log2 lowess normalized(cy5/cy3),n/a
FPH114,Sample_4,US45102955_251780410317_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.probe.tcga_level2.data.txt,Reporter REF,log2 lowess normalized(cy5/cy3),n/a
FPH118,Sample_5,US45102955_251780410318_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.probe.tcga_level2.data.txt,Reporter REF,log2 lowess normalized(cy5/cy3),n/a
FPH309,Sample_6,US45102955_251780410319_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.probe.tcga_level2.data.txt,Reporter REF,log2 lowess normalized(cy5/cy3),n/a
E07733,Sample_7,US45102955_251780410320_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.probe.tcga_level2.data.txt,Reporter REF,log2 lowess normalized(cy5/cy3),n/a
E09176,Sample_8,US45102955_251780410321_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.probe.tcga_level2.data.txt,Reporter REF,log2 lowess normalized(cy5/cy3),n/a
E09214,Sample_9,US45102955_251780410322_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.probe.tcga_level2.data.txt,Reporter REF,log2 lowess normalized(cy5/cy3),n/a
E09262,Sample_10,US45102955_251780410323_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.probe.tcga_level2.data.txt,Reporter REF,log2 lowess normalized(cy5/cy3),n/a
E09362,Sample_11,US45102955_251780410324_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.probe.tcga_level2.data.txt,Reporter REF,log2 lowess normalized(cy5/cy3),n/a
E09471,Sample_12,US45102955_251780410325_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.probe.tcga_level2.data.txt,Reporter REF,log2 lowess normalized(cy5/cy3),n/a
